id	cardNumber	cardName	categoryId	categoryName	level	imageFile	position	sortOrder	isCenter	question	issue	point	hints	why	what	how	diagramCore	diagramStructure	diagramText
42	4-2セル	何をもとにするのか	4	書く・話す活動を、学びにつなげたい	card	42.jpg	topRight	3	FALSE	この学習で、子どもは何をもとにして書く・話すのか	子どもの言葉は、本文、資料、観察、経験、友達の考えのどれに支えられているのか	根拠を言わせるだけで終わらせない。そのもとから、本当にその考えが言えるのかを見る。	本文の言葉をもとにしている／資料の事実をもとにしている／観察したことをもとにしている／自分の経験をもとにしている／友達の考えをもとにしている／もとにしたことと考えがずれている	なぜ、子どもはそれをもとにしたのか。	子どもの言葉は、何に支えられているのか。	そのもとから、子どもはどんな考えを言えそうか。	中心に「子どもの言葉」。左に「もとにしたもの」、右に「考え」を置く。上に「本文・資料・観察・経験・友達の考え」を並べる。下に「ずれ」を置く。「もとにしたもの」から「子どもの言葉」へ、「子どもの言葉」から「考え」へ矢印でつなぐ。	本文／資料／観察／経験／友達の考え／もとにしたもの／子どもの言葉／考え／ずれ。	本文／資料／観察／経験／友達の考え／もとにしたもの／子どもの言葉／考え／ずれ。
43	4-3セル	だれに向けるのか	4	書く・話す活動を、学びにつなげたい	card	43.jpg	middleRight	6	FALSE	この学習で、子どもはだれに向けて書く・話すのか	子どもの言葉は、自分、友達、学級、教師、まだ知らない相手のどこへ向いているのか	相手を決めるだけで終わらせない。だれに向けるかで、子どもの言葉がどう変わるかを見る。	自分の考えを整理するために書いている／隣の友達に分かるように話している／学級全体に伝わるように話している／教師に分かってもらおうとしている／まだ知らない相手を想像して書いている／相手が変わると、言葉の選び方が変わっている	なぜ、子どもはその相手に向けて書く・話すのか。	子どもの言葉は、だれに向いているのか。	相手が変わると、子どもの言葉はどう変わりそうか。	中心に「子どもの言葉」。周囲に「自分」「友達」「学級」「教師」「まだ知らない相手」を置く。中心から各相手へ矢印を伸ばす。下に「向け先が変わると、言葉も変わる」を置く。	子どもの言葉／自分／友達／学級／教師／まだ知らない相手／向け先が変わると、言葉も変わる。	子どもの言葉／自分／友達／学級／教師／まだ知らない相手／向け先が変わると、言葉も変わる。
44	4-4セル	友達の言葉とどうつなぐのか	4	書く・話す活動を、学びにつなげたい	card	44.jpg	bottomRight	9	FALSE	この学習で、子どもは友達の言葉とどうつなげて書く・話すのか	子どもの言葉は、友達の言葉を受けて、比べる、足す、言いかえる、問い返す、考え直す動きになっているか	話し合ったかどうかで終わらせない。友達の言葉を聞いたあと、自分の言葉がどう変わったかを見る。	友達の考えと比べている／友達の言葉を使って言いかえている／自分の考えに友達の考えを足している／友達の考えに問い返している／友達の考えを聞いて考え直している／聞く前と聞いたあとで、言葉が変わっていない	なぜ、子どもはその友達の言葉につなげたのか。	子どもの言葉は、友達のどの言葉とつながっているのか。	友達の言葉を受けて、子どもの言葉はどう変わったか。	左に「聞く前の言葉」。中心に「友達の言葉」。右に「聞いたあとの言葉」を置く。下に「言葉の変化」を置く。周囲に「比べる」「足す」「言いかえる」「問い返す」「考え直す」を小さく置く。「聞く前の言葉」から「友達の言葉」を通り、「聞いたあとの言葉」へ流す。	聞く前の言葉／友達の言葉／聞いたあとの言葉／言葉の変化／比べる／足す／言いかえる／問い返す／考え直す。	聞く前の言葉／友達の言葉／聞いたあとの言葉／言葉の変化／比べる／足す／言いかえる／問い返す／考え直す。
45	4-5セル	追究にどうつなぐのか	4	書く・話す活動を、学びにつなげたい	card	45.jpg	bottomCenter	8	FALSE	この学習で、書く・話す活動を追究にどうつなぐのか	書く・話す活動のあと、子どもの言葉が、次に調べること、比べること、確かめること、考え直すことへ向かっているか	書かせた・話させたことで終わらせない。子どもの言葉が、次に考えることへ向かっているかを見る。	次に調べたいことが出ている／比べたいことがはっきりしている／確かめたいことを言葉にしている／考え直したいことが出ている／友達の言葉から新しい問いが生まれている／書いた・話したあと、次に向かう言葉がない	なぜ、ここで書く・話す活動を追究につなぐのか。	子どもの言葉は、次の何に向かっているのか。	書く・話す活動のあと、子どもは何を考え続けそうか。	左に「書く・話す活動」。中心に「子どもの言葉」。右に「次に考えること」を置く。周囲に「調べる」「比べる」「確かめる」「考え直す」「新しい問い」を置く。下に「活動で止めない」を置く。「書く・話す活動」から「子どもの言葉」へ、「子どもの言葉」から「次に考えること」へ矢印でつなぐ。	書く・話す活動／子どもの言葉／次に考えること／調べる／比べる／確かめる／考え直す／新しい問い／活動で止めない。	書く・話す活動／子どもの言葉／次に考えること／調べる／比べる／確かめる／考え直す／新しい問い／活動で止めない。
46	4-6セル	言葉をどう整えるのか	4	書く・話す活動を、学びにつなげたい	card	46.jpg	bottomLeft	7	FALSE	この学習で、子どもは自分の言葉をどう整えて書く・話すのか	子どもの言葉は、考え、根拠、順序、つながりが分かるように整えられているか	きれいな文章や発表に直すことだけで終わらせない。言葉を整えることで、子どもの考えの筋道がはっきりしたかを見る。	伝えたい考えがはっきりしている／根拠と考えがつながっている／話す順序や書く順序が整っている／言い足りないところを補っている／余分な言葉を削っている／整えたことで、考えの筋道が分かる	なぜ、子どもはその言葉を整えるのか。	子どもは、考えの何をはっきりさせようとしているのか。	言葉を整えることで、子どもの考えの筋道はどう見えそうか。	左に「はじめの言葉」。中心に「整える」。右に「筋道のある言葉」を置く。周囲に「考え」「根拠」「順序」「つながり」「削る・足す」を置く。下に「考えの筋道が見える」を置く。「はじめの言葉」から「整える」へ、「整える」から「筋道のある言葉」へ矢印でつなぐ。	はじめの言葉／整える／筋道のある言葉／考え／根拠／順序／つながり／削る・足す／考えの筋道が見える。	はじめの言葉／整える／筋道のある言葉／考え／根拠／順序／つながり／削る・足す／考えの筋道が見える。
47	4-7セル	どこで言葉が止まるのか	4	書く・話す活動を、学びにつなげたい	card	47.jpg	middleLeft	4	FALSE	この学習で、子どもの言葉はどこで止まるのか	子どもの言葉は、考えをもつところ、言い出すところ、順序を決めるところ、相手に合わせるところ、書き終えるところのどこで止まっているのか	書けない・話せない子を、考えていない子と決めつけない。考えが言葉になるまでの、どこで止まっているのかを見る。	考えはあるが、言い出せない／言いたいことを一文目にできない／何から話す・書くか決まらない／相手に合わせた言葉にできない／途中まで書いて止まっている／最後まで言い切れずに終わっている	なぜ、子どもの言葉はそこで止まるのか。	子どもは、言葉にする過程のどこで止まっているのか。	言葉が動き出すには、何が手がかりになりそうか。	左から右へ「考え」→「言い出す」→「順序」→「相手」→「言い切る」の流れを置く。その途中に「止まる」を示す。下に「考えていないと決めつけない」を置く。言葉になるまでの過程のどこで止まっているかを見る図にする。	考え／言い出す／順序／相手／言い切る／止まる／考えていないと決めつけない。	考え／言い出す／順序／相手／言い切る／止まる／考えていないと決めつけない。
48	4-8セル	言葉で何が変わるのか	4	書く・話す活動を、学びにつなげたい	card	48.jpg	topLeft	1	FALSE	この学習で、書く・話すことで子どもの何が変わるのか	書く・話す前後で、子どもの考え、言葉の選び方、根拠とのつながりがどう変わったか	発言量や記述量だけで判断しない。書く・話すことで、子どもの言葉と思考がどう動いたかを見る。	考えが前よりはっきりしている／使う言葉が変わっている／根拠とのつながりが強くなっている／言葉にしたことで、迷いが見えている／書く・話す前と後で、考えの筋道が変わっている／たくさん書いたが、考えは動いていない	なぜ、書く・話すことでその変化が起きたのか。	子どもの何が、書く・話す前と後で変わったのか。	その変化から、子どもの考えの動きをどう見るか。	左に「書く・話す前」。中心に「書く・話す活動」。右に「書く・話す後」を置く。周囲に「考え」「言葉」「根拠」「迷い」「筋道」を置く。下に「量だけで見ない」を置く。「書く・話す前」から「書く・話す活動」を通って「書く・話す後」へ流し、言葉と思考の変化を見る図にする。	書く・話す前／書く・話す活動／書く・話す後／考え／言葉／根拠／迷い／筋道／量だけで見ない。	書く・話す前／書く・話す活動／書く・話す後／考え／言葉／根拠／迷い／筋道／量だけで見ない。
50	5中心セル	情報活用能力を、子どもの学びとして育てる8つの視点	5	情報活用能力を、子どもの学びとして育てたい	category	50.jpg	center	5	TRUE			この8つの視点で、情報活用能力を子どもの学びとして育てる。					情報活用能力を、子どもの学びとして育てる8つの視点	配置：5-8／5-1／5-2、5-7／5中心／5-3、5-6／5-5／5-4	何のためにICT機器を使うのか／何をはっきりさせるのか／最適な情報は何か／情報をどう比べるのか／情報をどう整理するのか／情報をどう伝えるのか／情報で何が変わるのか／情報活用能力はどう育ったのか
51	5-1セル	何のためにICT機器を使うのか	5	情報活用能力を、子どもの学びとして育てたい	card	51.jpg	topCenter	2	FALSE	この学習で、子どもは何のためにICT機器を使うのか	ICT機器を使うことで、子どもは情報を集めるのか、比べるのか、整理するのか、考えを残すのか、友達と共有するのか、相手に伝えるのか	ICT機器を使うことを目的にしない。子どもの考えや表現のどこを動かすために使うのかを見る。	調べたいことをはっきりさせる／複数の情報を比べる／考えを図や表に整理する／考えの途中を残す／友達の考えと見比べる／相手に伝わる形に整える	なぜ、この学習でICT機器を使うのか。	ICT機器を使って、子どもの何を動かしたいのか。	ICT機器を使うことで、子どもの考えや表現はどう変わりそうか。	ICT機器を使うことを目的にせず、学びを動かす目的を見分ける図解にする。	左に「ICT機器を使う」／中心に「学びを動かす目的」／周囲に「集める」「比べる」「整理する」「残す」「共有する」「伝える」／下に「使って終わらせない」を置く。	ICT機器を使う／学びを動かす目的／集める／比べる／整理する／残す／共有する／伝える／使って終わらせない
52	5-2セル	何をはっきりさせるのか	5	情報活用能力を、子どもの学びとして育てたい	card	52.jpg	topRight	3	FALSE	この学習で、子どもは何をはっきりさせるために調べるのか	子どもがはっきりさせたいことは、言葉の意味か、事実か、理由か、違いか、自分の考えを支える根拠か	すぐに検索させない。子どもが何をはっきりさせたいのかを先に見る。	言葉の意味を知ろうとしている／事実を確かめようとしている／理由や背景を知ろうとしている／複数の情報の違いを見ようとしている／自分の考えを支える根拠を探している／相手に伝えるための材料を探している	なぜ、子どもはそれをはっきりさせたいのか。	子どもは、何をはっきりさせようとしているのか。	情報を調べることで、子どもの考えはどう変わりそうか。	検索する前に、子どもが何をはっきりさせたいのかを絞る図解にする。	左に「調べる」／中心に「はっきりさせたいこと」／周囲に「言葉の意味」「事実」「理由」「背景」「違い」「根拠」／下に「検索する前に絞る」を置く。	調べる／はっきりさせたいこと／言葉の意味／事実／理由／背景／違い／根拠／検索する前に絞る
53	5-3セル	最適な情報は何か	5	情報活用能力を、子どもの学びとして育てたい	card	53.jpg	middleRight	6	FALSE	この学習で使う情報として、何が最もふさわしいのか	子どもが選ぶ情報は、問いに合っているのか、考えの根拠になるのか、出どころが確かなのか、相手に伝わる材料になるのか	見つけた情報を、そのまま使わせない。子どもが何を基準に情報を選んでいるのかを見る。	自分の問いに合っている／考えの根拠になる／出どころが分かる／複数の情報と比べている／相手に伝わりやすい／この学習で使う必要がある	なぜ、その情報がこの学習に必要なのか。	この学習で、最もふさわしい情報は何か。	その情報を選ぶことで、子どもの考えはどう確かになりそうか。	見つけた情報の中から、この学習に最もふさわしい情報を選ぶ基準を見分ける図解にする。	左に「見つけた情報」／中心に「最もふさわしい情報」／周囲に「問いに合う」「根拠になる」「出どころが分かる」「比べて選ぶ」「伝わりやすい」「今、必要」／下に「選ぶ基準を見る」を置く。	見つけた情報／最もふさわしい情報／問いに合う／根拠になる／出どころが分かる／比べて選ぶ／伝わりやすい／今、必要／選ぶ基準を見る
54	5-4セル	情報をどう比べるのか	5	情報活用能力を、子どもの学びとして育てたい	card	54.jpg	bottomRight	9	FALSE	この学習で、子どもは情報の何を比べて考えるのか	子どもが比べるのは、内容の違いか、共通点か、出どころか、根拠の確かさか、自分の考えとのずれか	情報を並べるだけで終わらせない。子どもが比べた結果、考えをどう見直しているのかを見る。	複数の情報の違いを見ている／複数の情報の共通点を見ている／出どころを比べている／根拠の確かさを比べている／自分の考えとのずれを見ている／比べたあとに考えを直している	なぜ、その情報同士を比べるのか。	子どもは、情報の何を比べて考えているのか。	情報を比べることで、子どもの考えはどう見直されそうか。	情報を並べるだけでなく、比べる視点を通して考えを見直す図解にする。	左に「情報A」／右に「情報B」／中心に「比べる視点」／周囲に「違い」「共通点」「出どころ」「根拠の確かさ」「考えとのずれ」／下に「比べて考えを見直す」を置く。	情報A／情報B／比べる視点／違い／共通点／出どころ／根拠の確かさ／考えとのずれ／比べて考えを見直す
55	5-5セル	情報をどう整理するのか	5	情報活用能力を、子どもの学びとして育てたい	card	55.jpg	bottomCenter	8	FALSE	この学習で、子どもは情報をどんな形に整理するのか	子どもが情報を整理する形は、まとまりか、順序か、分類か、関係か、自分の考えを支える形か	情報をきれいに並べるだけで終わらせない。子どもが考えを組み立てやすい形に整理しているかを見る。	似ている情報をまとめている／順序が分かるように並べている／種類ごとに分けている／情報同士の関係を線や矢印で表している／自分の考えと情報をつなげている／整理したあとに考えを言い直している	なぜ、その情報を整理するのか。	子どもは、情報をどんな形に整理しているのか。	情報を整理することで、子どもの考えはどう組み立てられそうか。	集めた情報を、子どもが考えを組み立てやすい形に整理する図解にする。	左に「集めた情報」／中心に「考えやすい形」／周囲に「まとめる」「順序」「分類」「関係」「考えとのつながり」／下に「整理して考えを組み立てる」を置く。	集めた情報／考えやすい形／まとめる／順序／分類／関係／考えとのつながり／整理して考えを組み立てる
56	5-6セル	情報をどう伝えるのか	5	情報活用能力を、子どもの学びとして育てたい	card	56.jpg	bottomLeft	7	FALSE	この学習で、子どもは情報を使って何を伝えるのか	子どもが伝えようとしているのは、分かったことか、自分の考えか、考えを支える根拠か、相手に届けたい内容か	情報を写して発表するだけで終わらせない。子どもが情報を使って、自分の考えをどう伝えているのかを見る。	分かったことを自分の言葉で伝えている／情報を根拠にして考えを伝えている／図や表を使って関係を伝えている／必要な情報だけを選んで使っている／相手に伝わる順序で表している／情報と自分の考えを分けて伝えている	なぜ、その情報を使って伝えるのか。	子どもは、情報を使って何を伝えようとしているのか。	情報を使うことで、子どもの考えはどう伝わりやすくなりそうか。	整理した情報を使って、自分の考えを相手に伝える形にする図解にする。	左に「整理した情報」／中心に「伝えること」／周囲に「分かったこと」「自分の考え」「根拠」「関係」「相手に届けたいこと」／下に「写さず、考えを伝える」を置く。	整理した情報／伝えること／分かったこと／自分の考え／根拠／関係／相手に届けたいこと／写さず、考えを伝える
57	5-7セル	情報で何が変わるのか	5	情報活用能力を、子どもの学びとして育てたい	card	57.jpg	middleLeft	4	FALSE	この学習で、情報を使ったあと、子どもの考えはどう変わるのか	情報を使ったあとに変わるのは、分かったことか、根拠か、見方か、判断か、次に調べたいことか	ICT機器を使ったかどうかだけで判断しない。情報を使ったあと、子どもの考えがどう変わったのかを見る。	分かったことが増えている／考えの理由がはっきりしている／前の考えを見直している／別の見方に気づいている／判断の根拠が変わっている／次に調べたいことが生まれている	なぜ、その情報で子どもの考えは変わったのか。	情報を使ったあと、子どもの考えの何が変わったのか。	考えが変わったあと、子どもは次に何を見ようとしているのか。	情報を使う前と使った後の考えを比べ、子どもの考えの変化を見る図解にする。	左に「使う前の考え」／中心に「情報を使う」／右に「使った後の考え」／周囲に「分かったこと」「根拠」「見方」「判断」「次の問い」／下に「使ったあとを見る」を置く。	使う前の考え／情報を使う／使った後の考え／分かったこと／根拠／見方／判断／次の問い／使ったあとを見る
58	5-8セル	情報活用能力はどう育ったのか	5	情報活用能力を、子どもの学びとして育てたい	card	58.jpg	topLeft	1	FALSE	この学習で、子どもの情報活用能力はどう育ったのか	子どもは、目的をもつ、情報を選ぶ、比べる、整理する、伝える、考えを見直す力を、学習の中でどう使えるようになったのか	ICT機器を使えたかどうかで判断しない。情報を使って、子どもの考え方や表し方がどう変わったのかを見る。	調べる目的をはっきりさせている／必要な情報を選んでいる／複数の情報を比べている／情報を考えやすい形に整理している／情報を使って自分の考えを伝えている／情報を使ったあとに考えを見直している	なぜ、この学習で情報活用能力が育ったと言えるのか。	子どもの情報活用能力の何が育ったのか。	情報を使う力は、次の学習でどう生かされそうか。	ICT機器を使った事実ではなく、情報を使って考えた力が次の学びへつながることを図解する。	左に「ICT機器を使った」／中心に「情報活用能力の育ち」／周囲に「目的」「選ぶ」「比べる」「整理する」「伝える」「見直す」／右に「次の学びで使う」／下に「使えたかではなく、使って考えたか」を置く。	ICT機器を使った／情報活用能力の育ち／目的／選ぶ／比べる／整理する／伝える／見直す／次の学びで使う／使えたかではなく、使って考えたか
60	6中心セル	見取り・振り返りを次につなぐ8つの視点	6	見取り・振り返りを、次の授業と支援につなげたい	category	60.jpg	center	5	TRUE			この8つの視点で、子どもの事実を次の授業と支援につなぐ。					見取り・振り返りを次につなぐ8つの視点	配置：6-8／6-1／6-2、6-7／6中心／6-3、6-6／6-5／6-4	何ができていたか／どこでつまずいたか／何を考えていたか／何が変わったか／振り返りに何が表れたか／次に誰をどう支えるか／次の授業で何を変えるか／記録をどう残すか
61	6-1セル	何ができていたか	6	見取り・振り返りを、次の授業と支援につなげたい	card	61.jpg	topCenter	2	FALSE	この授業で、子どもは何ができていたか	子どもの「できた」を、正解・完成・発表だけでなく、次につながる途中の姿としてどう見るか	できた／できないで早く分けない。子どもが、どこまで考え、どこまで動けていたのかを見る。	考えを書き始めていた／友達の考えを聞こうとしていた／前の学びを使おうとしていた／資料や言葉を手がかりにしていた／途中まで説明しようとしていた／分からないことを言葉にしていた	なぜ、子どもはそこまで動けていたのか。	子どものどんな途中の姿を「できていた」と見るのか。	その「できていたこと」を、次の授業でどう支えるか。	子どもの途中の姿から、できていたことを見取り、次の支援へつなぐ図解にする。	左に「子どもの姿」／中心に「できていたこと」／周囲に「書き始める」「聞こうとする」「使おうとする」「説明しようとする」「分からないを言葉にする」／右に「次の支援」／下に「途中の姿を見る」。	子どもの姿／できていたこと／書き始める／聞こうとする／使おうとする／説明しようとする／分からないを言葉にする／次の支援／途中の姿を見る
62	6-2セル	どこでつまずいたか	6	見取り・振り返りを、次の授業と支援につなげたい	card	62.jpg	topRight	3	FALSE	この授業で、子どもはどこでつまずいたか	子どものつまずきは、問い・活動・手がかり・表現のどこで起きていたのか	つまずきを、子どもの力不足と早く決めない。学びの通路がどこで詰まったのかを見る。	問いの意味がつかめなかった／何をすればよいか分からなかった／考える手がかりが足りなかった／友達の考えとつなげられなかった／考えはあるが、書けなかった／途中で自信をなくして止まっていた	なぜ、子どもはそこでつまずいたのか。	問い・活動・手がかり・表現のどこで、子どもの動きが止まったのか。	そのつまずきを、次の授業でどうほどくか。	子どものつまずきを、学びの通路のどこで起きたものか見分ける図解にする。	左に「動きが止まる」／中心に「つまずき」／周囲に「問い」「活動」「手がかり」「表現」／右に「次にほどくところ」／下に「学びの通路を見る」。	動きが止まる／つまずき／問い／活動／手がかり／表現／次にほどくところ／学びの通路を見る
63	6-3セル	何を考えていたか	6	見取り・振り返りを、次の授業と支援につなげたい	card	63.jpg	middleRight	6	FALSE	この授業で、子どもは何を考えていたか	子どもの発言・記述・反応の奥に、どんな考え方の筋が表れていたのか	発言の正しさや記述の完成度だけを見ない。子どもが、何を手がかりにして考えたのかを見る。	どの言葉に反応していた／何と何を比べていた／前の学びを使おうとしていた／友達の考えを受けて考えていた／迷いながら言葉を選んでいた／書けていないが、話すと考えが出ていた	なぜ、子どもはそのように考えていたのか。	発言・記述・反応の奥に、どんな考え方の筋があったのか。	その考え方の筋を、次の授業でどう扱うか。	表に出た姿から、奥にある考え方の筋を読む図解にする。	左に「表に出た姿」／「発言」「記述」「反応」を添える／中心に「考え方の筋」／周囲に「比べる」「つなげる」「迷う」「選ぶ」／右に「次に扱うところ」／下に「奥にある考えを見る」。	表に出た姿／発言／記述／反応／考え方の筋／比べる／つなげる／迷う／選ぶ／次に扱うところ／奥にある考えを見る
64	6-4セル	何が変わったか	6	見取り・振り返りを、次の授業と支援につなげたい	card	64.jpg	bottomRight	9	FALSE	この授業で、子どもの何が変わったか	授業の中で、子どもの言葉・考え・関わり・表現のどこが動いたのか	大きな変化だけを探さない。小さな言いかえ、迷い、選び直しにも、子どもの学びは表れる。	使う言葉が変わっていた／理由の言い方が変わっていた／友達の考えを取り入れていた／最初の考えを見直していた／書き方や話し方が変わっていた／次に考えたいことが出ていた	なぜ、子どもの言葉や考えは動いたのか。	子どもの言葉・考え・関わり・表現のどこが変わったのか。	その変化を、次の授業でどう確かめるか。	授業の入口から出口までに、子どものどこが動いたのかを見る図解にする。	左に「授業の入口」／中心に「変わったところ」／周囲に「言葉」「考え」「関わり」「表現」／右に「授業の出口」／下に「小さな動きを見る」。	授業の入口／変わったところ／言葉／考え／関わり／表現／授業の出口／小さな動きを見る
65	6-5セル	振り返りに何が表れたか	6	見取り・振り返りを、次の授業と支援につなげたい	card	65.jpg	bottomCenter	8	FALSE	この授業の振り返りに、子どもの何が表れていたか	子どもの振り返りに、分かったこと・まだ残る迷い・考え直したこと・次に向かう思いのどれが表れていたのか	振り返りを、よい感想かどうかで見ない。授業後に子どもの中に何が残ったのかを見る。	分かったことを書いていた／まだ分からないことを書いていた／友達の考えで考え直していた／自分の考えの変化を書いていた／次に考えたいことを書いていた／短い言葉の中に、こだわりが表れていた	なぜ、子どもはそれを振り返りに書いたのか。	振り返りの中に、分かり・迷い・考え直し・次への思いのどれが表れていたのか。	その振り返りを、次の授業でどう返すか。	振り返りの言葉から、授業後に子どもの中に残っていたことを読む図解にする。	左に「振り返りの言葉」／中心に「残っていたこと」／周囲に「分かり」「迷い」「考え直し」「次への思い」／右に「次の授業で返す」／下に「感想で終わらせない」。	振り返りの言葉／残っていたこと／分かり／迷い／考え直し／次への思い／次の授業で返す／感想で終わらせない
66	6-6セル	次に誰をどう支えるか	6	見取り・振り返りを、次の授業と支援につなげたい	card	66.jpg	bottomLeft	7	FALSE	次の授業で、誰をどう支えるか	次の授業で、どの子のどの動きを支えれば、学びに入りやすくなるのか	全員を同じように支えようとしない。次に動き出すための小さな支えを、子どもと場面に合わせて絞る。	考え始めるまでに時間がかかっていた／問いの意味をつかめずにいた／考えはあるが、書けずにいた／友達の考えとつなげられずにいた／分からないことを出せずにいた／少し支えれば動き出しそうだった	なぜ、その子には次の支えが必要なのか。	その子のどの動きを支えれば、学びに入りやすくなるのか。	次の授業で、どの場面にどんな支えを置くか。	見取った姿から、次に支える子と小さな支えを絞る図解にする。	左に「見取った姿」／中心に「次に支える子」／周囲に「考え始め」「問いをつかむ」「書く」「つなげる」／右に「小さな支え」／下に「子どもと場面で絞る」。	見取った姿／次に支える子／考え始め／問いをつかむ／書く／つなげる／小さな支え／子どもと場面で絞る
67	6-7セル	次の授業で何を変えるか	6	見取り・振り返りを、次の授業と支援につなげたい	card	67.jpg	middleLeft	4	FALSE	次の授業で、授業の何を変えるか	見取った子どもの事実から、次の授業で問い・活動・時間・支援のどこを調整するのか	授業全体を大きく作り直さない。子どもの学びが動きにくかった一点を見つけ、次に変えるところを絞る。	問いの言い方で止まっていた／活動の手順が多すぎた／考える時間が足りなかった／友達と比べる場面が足りなかった／書く前に話す場面が必要だった／支援を出すタイミングが合っていなかった	なぜ、次の授業でそこを変える必要があるのか。	問い・活動・時間・支援のどこを変えるのか。	その変更で、子どもの学びはどう動きやすくなるのか。	見取った事実から、次の授業で変える一点を絞る図解にする。	左に「見取った事実」／中心に「次に変える一点」／周囲に「問い」「活動」「時間」「支援」／右に「次の授業」／下に「一点に絞る」。	見取った事実／次に変える一点／問い／活動／時間／支援／次の授業／一点に絞る
68	6-8セル	記録をどう残すか	6	見取り・振り返りを、次の授業と支援につなげたい	card	68.jpg	topLeft	1	FALSE	見取ったことを、どう記録に残すか	見取りの記録を、授業後の感想ではなく、次の授業で使える子どもの事実としてどう残すか	記録をたくさん残そうとしない。子どもの事実と、次に見る一点が分かるように残す。	子どもの言葉をそのまま残す／動きが止まった場面を残す／考えが変わった場面を残す／支援が効いた場面を残す／次に見る子や場面を残す／授業後すぐに短く残す	なぜ、その見取りを記録に残すのか。	子どものどの事実を、次の授業で使える形で残すのか。	次の授業で見返せるように、どの形で記録するか。	見取ったことから、次の授業で使える事実だけを残す図解にする。	左に「見取ったこと」／中心に「残す事実」／周囲に「子どもの言葉」「止まった場面」「変わった場面」「支援が効いた場面」／右に「次の授業で使う」／下に「次に見る一点」。	見取ったこと／残す事実／子どもの言葉／止まった場面／変わった場面／支援が効いた場面／次の授業で使う／次に見る一点
70	7中心セル	子どもの問いや願いを育てる8つの視点	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	category	70.jpg	center	5	TRUE			この8つの視点で、子どもの問いや願いが育つ道すじを見る。					子どもの問いや願いを育てる8つの視点	配置：7-8／7-1／7-2、7-7／7中心／7-3、7-6／7-5／7-4	何に心が向いているか／何を不思議に思うか／何をもっと知りたいか／誰とつながりたいか／何を変えたいか／何を試してみたいか／何に困りそうか／何に気づき直すか
71	7-1セル	何に心が向いているか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	71.jpg	topCenter	2	FALSE	子どもは、身近な人・もの・ことの何に、くり返し心を向けているか	子どもの「好き」「気になる」「やってみたい」は、どんな対象との関わりから生まれているか	楽しそうな活動をすぐ決めない。子どもが何に近づき、何と関わろうとしているのかを見る。	よく話題にしていること／くり返し見に行くもの／思わず近づく人や場所／友達に伝えたがること／もっとやってみたいと言うこと／放っておいても続けていること	なぜ、子どもはそこにくり返し心を向けるのか。	子どもは、何と関わろうとしているのか。	その関わりから、どんな問いや願いが生まれそうか。	身近な人・もの・ことにくり返し心が向き、問いの種・願いの種が生まれる様子を図解する。	左に「身近な人・もの・こと」／中央に「くり返し心が向く」／周囲に「好き」「気になる」「近づく」「続ける」／右または下に「問いの種・願いの種」／下に「活動ではなく、関わろうとする対象を見る」を置く。	身近な人・もの・こと／くり返し心が向く／好き／気になる／近づく／続ける／問いの種・願いの種／活動ではなく、関わろうとする対象を見る
72	7-2セル	何を不思議に思うか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	72.jpg	topRight	3	FALSE	子どもは、出会った人・もの・ことの何を不思議に思うか	子どもの「どうして」「なぜ」「なんでだろう」は、どんな出会い、違和感、予想とのずれから生まれているか	不思議をすぐ調べ学習にしない。子どもが何に引っかかり、何を確かめたくなっているのかを見る。	予想と違って驚いたこと／理由を知りたがっていること／何度も聞き返すこと／友達と考えが分かれること／見たことはあるが説明できないこと／もう一度確かめたいと言うこと	なぜ、子どもはそこを不思議に思ったのか。	子どもは、何に引っかかっているのか。	その不思議から、どんな次の関わりが生まれそうか。	出会った人・もの・ことへの不思議が、次の関わりへ向かう様子を図解する。	左に「出会った人・もの・こと」／中央に「不思議に思う」／周囲に「予想と違う」「説明できない」「理由を知りたい」「確かめたい」／右または下に「次の関わり」／下に「調べる前に、引っかかりを見る」を置く。	出会った人・もの・こと／不思議に思う／予想と違う／説明できない／理由を知りたい／確かめたい／次の関わり／調べる前に、引っかかりを見る
73	7-3セル	何をもっと知りたいか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	73.jpg	middleRight	6	FALSE	子どもは、出会った人・もの・ことについて、何をもっと知りたいと思っているか	子どもの「もっと知りたい」は、何を確かめたいのか、誰に聞きたいのか、どこを見に行きたいのか	知りたいことをただ増やさない。子どもが何を、どのように確かめたがっているのかを見る。	くり返し聞いていること／自分で調べ始めていること／人に聞きたがっていること／実物を見に行きたがっていること／友達と話して広がったこと／調べてもまだ残っていること	なぜ、子どもはそこをもっと知りたいのか。	子どもは、何を確かめたいと思っているのか。	その「知りたい」から、どんな確かめ方が見えてくるか。	もっと知りたいという思いから、確かめたいことと確かめ方が見えてくる様子を図解する。	左に「もっと知りたい」／中央に「確かめたいこと」／周囲に「聞く」「見る」「調べる」「比べる」／右または下に「確かめ方が見える」／下に「広げるだけでなく、確かめたいことを見る」を置く。	もっと知りたい／確かめたいこと／聞く／見る／調べる／比べる／確かめ方が見える／広げるだけでなく、確かめたいことを見る
